measure,location,sex,age,cause,rei,metric,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),World Bank High Income,Both,0-14 years,All causes,All risk factors,Rate,2018,1506.105797049212,1682.722435611085,1357.2076413973045
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Male,15-19 years,All causes,All risk factors,Number,2011,4056309.4007317177,4778955.9199273335,3451114.563468185
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Female,15-19 years,All causes,All risk factors,Number,2011,4150006.5207978166,5127302.990714613,3304541.2820652965
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Both,15-19 years,All causes,All risk factors,Number,2011,8206315.921529535,9674046.978880512,6859053.124162494
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Male,15-19 years,All causes,All risk factors,Percent,2011,0.19215329405982468,0.21937630152348034,0.17389613738488804
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Female,15-19 years,All causes,All risk factors,Percent,2011,0.19815285931514343,0.23130975180456728,0.17108403494784588
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Both,15-19 years,All causes,All risk factors,Percent,2011,0.19513568693058997,0.2181396337994002,0.1738377901337078
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Male,15-19 years,All causes,All risk factors,Rate,2011,2793.978347057964,3291.735921183138,2377.1212723090416
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Female,15-19 years,All causes,All risk factors,Rate,2011,3022.213644078436,3733.923062097477,2406.5094114980425
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Both,15-19 years,All causes,All risk factors,Rate,2011,2904.9193995435758,3424.4753686996814,2428.0074851378477
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Male,All ages,All causes,All risk factors,Number,2011,92931865.32894716,103858304.63424672,82937633.30762802
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Female,All ages,All causes,All risk factors,Number,2011,80459886.47267711,90180164.79959422,72035856.4241716
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Both,All ages,All causes,All risk factors,Number,2011,173391751.80162448,194226099.45267805,155135220.63730526
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Male,All ages,All causes,All risk factors,Percent,2011,0.5051929265604305,0.5349840911278445,0.4699694289994938
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Female,All ages,All causes,All risk factors,Percent,2011,0.48594506580146163,0.5208942445919692,0.45038264426429403
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Both,All ages,All causes,All risk factors,Percent,2011,0.49607384343628413,0.5264609042406673,0.46386413385801417
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Male,All ages,All causes,All risk factors,Rate,2011,32489.174172871284,36309.08016983621,28995.16978895643
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Female,All ages,All causes,All risk factors,Rate,2011,27616.85439156098,30953.218920127372,24725.410947644217
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Both,All ages,All causes,All risk factors,Rate,2011,30030.635323141847,33639.04627696953,26868.69005201677
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Male,All ages,All causes,All risk factors,Number,2017,86005901.5515662,99444456.04913555,74753475.05548544
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Female,All ages,All causes,All risk factors,Number,2017,72028846.77616961,82515144.4237455,62947296.34377153
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Both,All ages,All causes,All risk factors,Number,2017,158034748.3277358,182135956.2212469,137587537.1150455
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Male,All ages,All causes,All risk factors,Percent,2017,0.49284779693341124,0.518925507037303,0.4626206063901038
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Female,All ages,All causes,All risk factors,Percent,2017,0.46806205045292154,0.5008834565827442,0.4350366595453787
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Both,All ages,All causes,All risk factors,Percent,2017,0.4812242646679865,0.5086414538726025,0.45110509120902786
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Male,All ages,All causes,All risk factors,Rate,2017,25841.575683443352,29879.36165929066,22460.63989095578
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Female,All ages,All causes,All risk factors,Rate,2017,21251.2517430933,24345.10873422549,18571.848655380098
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Both,All ages,All causes,All risk factors,Rate,2017,23525.505792785847,27113.28070881945,20481.675300311574
DALYs (Disability-Adjusted Life Years),Lebanon,Male,0-14 years,All causes,All risk factors,Number,2013,34812.459445991604,47547.73334807741,24296.174508863216
DALYs (Disability-Adjusted Life Years),Lebanon,Female,0-14 years,All causes,All risk factors,Number,2013,29923.476385032147,40226.68827851479,21780.471708602046
DALYs (Disability-Adjusted Life Years),Lebanon,Both,0-14 years,All causes,All risk factors,Number,2013,64735.935831023744,87314.00003893484,47164.30111109205
DALYs (Disability-Adjusted Life Years),Lebanon,Male,0-14 years,All causes,All risk factors,Percent,2013,0.35551011198696425,0.41951526817235585,0.27383559443742994
DALYs (Disability-Adjusted Life Years),Lebanon,Female,0-14 years,All causes,All risk factors,Percent,2013,0.3436613039488757,0.4073359042325441,0.2739547944543437
DALYs (Disability-Adjusted Life Years),Lebanon,Both,0-14 years,All causes,All risk factors,Percent,2013,0.3499384978530672,0.406088928421034,0.2810288133602994
DALYs (Disability-Adjusted Life Years),Lebanon,Male,0-14 years,All causes,All risk factors,Rate,2013,5093.53479778322,6956.878032127536,3554.859733650838
DALYs (Disability-Adjusted Life Years),Lebanon,Female,0-14 years,All causes,All risk factors,Rate,2013,4796.707413369186,6448.3033788601,3491.390798549994
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Male,55+ years,All causes,All risk factors,Number,2012,96155855.28044488,101705117.58260614,90758602.18950027
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Female,55+ years,All causes,All risk factors,Number,2012,74049733.39704232,78345572.60277632,69372220.01166518
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Both,55+ years,All causes,All risk factors,Number,2012,170205588.67748725,178565131.6026581,161447229.4390746
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Male,55+ years,All causes,All risk factors,Percent,2012,0.6412556025773068,0.6640695248393512,0.6177184307821488
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Female,55+ years,All causes,All risk factors,Percent,2012,0.5566377701655983,0.5843207422010599,0.5278803931281875
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Both,55+ years,All causes,All risk factors,Percent,2012,0.6014783506929623,0.6252537416331736,0.5756802893482198
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Male,55+ years,All causes,All risk factors,Rate,2012,35975.76158550019,38051.96315404433,33956.43275887687
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Female,55+ years,All causes,All risk factors,Rate,2012,24916.575751329394,26362.05837597681,23342.665741826713
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Both,55+ years,All causes,All risk factors,Rate,2012,30153.157310229744,31634.11110747506,28601.550303977037
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Male,15-19 years,All causes,All risk factors,Number,2013,4000628.707971558,4710783.035830255,3394675.580170377
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Female,15-19 years,All causes,All risk factors,Number,2013,4118241.024575031,5078924.1069165105,3298145.4009503406
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Both,15-19 years,All causes,All risk factors,Number,2013,8118869.732546566,9581238.39760656,6774796.448535872
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Male,15-19 years,All causes,All risk factors,Percent,2013,0.1897193895002211,0.21400996828819935,0.1715961737822981
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Female,15-19 years,All causes,All risk factors,Percent,2013,0.20080529939136907,0.23203214441497044,0.17398105420409385
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Both,15-19 years,All causes,All risk factors,Percent,2013,0.19517741920170192,0.2178089983873671,0.17408861774675563
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Male,15-19 years,All causes,All risk factors,Rate,2013,2699.2501030876015,3178.395828073566,2290.4096027371206
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Female,15-19 years,All causes,All risk factors,Rate,2013,2925.2201997160205,3607.6012311372565,2342.6995872481775
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Both,15-19 years,All causes,All risk factors,Rate,2013,2809.3308805117117,3315.346814352426,2344.248091055782
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Male,0-14 years,All causes,All risk factors,Number,2012,134883607.5918785,151396962.3026716,120729848.06840079
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Female,0-14 years,All causes,All risk factors,Number,2012,118144247.53277907,131073063.33006297,106885944.75968613
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Both,0-14 years,All causes,All risk factors,Number,2012,253027855.12465748,281445787.618892,227701229.97325623
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Male,0-14 years,All causes,All risk factors,Percent,2012,0.5689794414320088,0.5913793626810399,0.5467613958782214
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Female,0-14 years,All causes,All risk factors,Percent,2012,0.5624274043406872,0.5862924862064326,0.5377549760419659
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Both,0-14 years,All causes,All risk factors,Percent,2012,0.5659017993859264,0.5875699386354389,0.5449318631905918
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Male,0-14 years,All causes,All risk factors,Rate,2012,27678.94377252802,31067.585466623437,24774.50548670167
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Female,0-14 years,All causes,All risk factors,Rate,2012,25858.460726705507,28688.215729750595,23394.33415104122
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Both,0-14 years,All causes,All risk factors,Rate,2012,26798.03454599981,29807.761425007684,24115.70624895732
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Male,20-54 years,All causes,All risk factors,Number,2013,89767844.0587504,96696619.73552519,82785846.64639579
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Female,20-54 years,All causes,All risk factors,Number,2013,57769989.984584436,64138279.10709887,51395809.626762934
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Both,20-54 years,All causes,All risk factors,Number,2013,147537834.0433351,159759059.56685153,135286848.39757913
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Male,20-54 years,All causes,All risk factors,Percent,2013,0.45616507236154574,0.48082601910461037,0.43302666153457986
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Female,20-54 years,All causes,All risk factors,Percent,2013,0.3344158380771878,0.3592993901824547,0.30783712949859277
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Both,20-54 years,All causes,All risk factors,Percent,2013,0.3992593335175992,0.42288808979055964,0.374387206914319
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Male,20-54 years,All causes,All risk factors,Rate,2013,13159.880334346264,14175.632241122665,12136.326171887264
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Female,20-54 years,All causes,All risk factors,Rate,2013,8577.138698228262,9522.641702275876,7630.76101959017
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Both,20-54 years,All causes,All risk factors,Rate,2013,10883.042261644594,11784.533833104537,9979.355452128337
DALYs (Disability-Adjusted Life Years),Lebanon,Male,0-14 years,All causes,All risk factors,Number,2014,33661.46315551808,45936.54837392881,23600.9669442066
DALYs (Disability-Adjusted Life Years),Lebanon,Female,0-14 years,All causes,All risk factors,Number,2014,28970.02335164314,39470.0860152511,21103.265267773873
DALYs (Disability-Adjusted Life Years),Lebanon,Both,0-14 years,All causes,All risk factors,Number,2014,62631.486507161266,84953.8334286054,45760.391822546306
DALYs (Disability-Adjusted Life Years),Lebanon,Male,0-14 years,All causes,All risk factors,Percent,2014,0.34378958418942823,0.40479935652033916,0.2670969795557026
DALYs (Disability-Adjusted Life Years),Lebanon,Female,0-14 years,All causes,All risk factors,Percent,2014,0.3306601619649599,0.394676400670418,0.2644556217402293
DALYs (Disability-Adjusted Life Years),Lebanon,Both,0-14 years,All causes,All risk factors,Percent,2014,0.3375958760948747,0.3941039068745238,0.2720402089946777
DALYs (Disability-Adjusted Life Years),Lebanon,Male,0-14 years,All causes,All risk factors,Rate,2014,4844.1570292056,6610.641155880128,3396.370187196869
